timestamp,Michigan St.,Purdue
2026-02-26T16:37:00Z,26.00,76.00
2026-02-26T16:38:00Z,26.00,75.99
2026-02-26T16:39:00Z,26.00,75.99
2026-02-26T16:40:00Z,26.00,75.70
2026-02-26T16:41:00Z,26.00,75.00
2026-02-26T16:42:00Z,26.00,75.00
2026-02-26T16:43:00Z,26.00,76.00
2026-02-26T16:44:00Z,26.00,76.00
2026-02-26T16:45:00Z,26.00,76.00
2026-02-26T16:46:00Z,26.00,76.00
2026-02-26T16:47:00Z,25.00,76.00
2026-02-26T16:48:00Z,26.00,76.00
2026-02-26T16:50:00Z,26.00,76.00
2026-02-26T16:51:00Z,26.00,76.00
2026-02-26T16:52:00Z,26.00,76.00
2026-02-26T16:53:00Z,26.00,75.00
2026-02-26T16:54:00Z,26.00,76.00
2026-02-26T16:55:00Z,26.00,76.00
2026-02-26T16:56:00Z,26.00,76.00
2026-02-26T16:57:00Z,26.00,76.00
2026-02-26T16:58:00Z,26.00,76.00
2026-02-26T16:59:00Z,26.00,76.00
2026-02-26T17:00:00Z,26.00,76.00
2026-02-26T17:01:00Z,26.00,76.00
2026-02-26T17:02:00Z,26.00,76.00
2026-02-26T17:03:00Z,26.00,76.00
2026-02-26T17:04:00Z,26.00,76.00
2026-02-26T17:05:00Z,26.00,76.00
2026-02-26T17:06:00Z,26.00,76.00
2026-02-26T17:07:00Z,26.00,76.00
2026-02-26T17:08:00Z,26.00,76.00
2026-02-26T17:09:00Z,26.00,76.00
2026-02-26T17:10:00Z,26.00,76.00
2026-02-26T17:11:00Z,26.00,75.00
2026-02-26T17:12:00Z,26.00,76.00
2026-02-26T17:13:00Z,26.00,76.00
2026-02-26T17:14:00Z,26.00,76.00
2026-02-26T17:16:00Z,26.00,76.00
2026-02-26T17:17:00Z,26.00,76.00
2026-02-26T17:18:00Z,26.00,76.00
2026-02-26T17:19:00Z,26.00,76.00
2026-02-26T17:20:00Z,26.00,76.00
2026-02-26T17:21:00Z,26.00,76.00
2026-02-26T17:22:00Z,26.00,75.00
2026-02-26T17:23:00Z,26.00,76.00
2026-02-26T17:24:00Z,26.00,76.00
2026-02-26T17:25:00Z,26.00,76.00
2026-02-26T17:26:00Z,26.00,76.00
2026-02-26T17:27:00Z,25.87,75.12
2026-02-26T17:28:00Z,26.00,76.00
2026-02-26T17:29:00Z,26.00,76.00
2026-02-26T17:30:00Z,26.00,76.00
2026-02-26T17:31:00Z,26.00,76.00
2026-02-26T17:33:00Z,26.00,76.00
2026-02-26T17:34:00Z,26.00,76.00
2026-02-26T17:35:00Z,26.00,76.00
2026-02-26T17:36:00Z,26.00,76.00
2026-02-26T17:37:00Z,26.00,76.00
2026-02-26T17:38:00Z,26.00,76.00
2026-02-26T17:39:00Z,26.00,76.00
2026-02-26T17:40:00Z,26.00,76.00
2026-02-26T17:41:00Z,26.00,76.00
2026-02-26T17:42:00Z,26.00,76.00
2026-02-26T17:43:00Z,26.00,76.00
2026-02-26T17:44:00Z,26.00,76.00
2026-02-26T17:45:00Z,26.00,75.76
2026-02-26T17:46:00Z,25.99,76.00
2026-02-26T17:47:00Z,26.00,76.00
2026-02-26T17:48:00Z,26.00,76.00
2026-02-26T17:49:00Z,26.00,76.00
2026-02-26T17:50:00Z,26.00,76.00
2026-02-26T17:51:00Z,26.00,76.00
2026-02-26T17:52:00Z,26.00,76.00
2026-02-26T17:53:00Z,26.00,76.00
2026-02-26T17:54:00Z,26.00,76.00
2026-02-26T17:55:00Z,26.00,76.00
2026-02-26T17:56:00Z,26.00,76.00
2026-02-26T17:57:00Z,26.00,76.00
2026-02-26T17:58:00Z,26.00,76.00
2026-02-26T17:59:00Z,26.00,76.00
2026-02-26T18:00:00Z,26.00,76.00
2026-02-26T18:01:00Z,26.00,76.00
2026-02-26T18:02:00Z,26.00,76.00
2026-02-26T18:03:00Z,26.00,76.00
2026-02-26T18:04:00Z,26.00,76.00
2026-02-26T18:05:00Z,26.00,76.00
2026-02-26T18:06:00Z,26.00,76.00
2026-02-26T18:07:00Z,26.00,76.00
2026-02-26T18:08:00Z,26.00,76.00
2026-02-26T18:09:00Z,26.00,76.00
2026-02-26T18:10:00Z,26.00,76.00
2026-02-26T18:11:00Z,26.00,76.00
2026-02-26T18:12:00Z,26.00,76.00
2026-02-26T18:13:00Z,26.00,76.00
2026-02-26T18:14:00Z,26.00,76.00
2026-02-26T18:15:00Z,26.00,76.00
2026-02-26T18:16:00Z,26.00,76.00
2026-02-26T18:17:00Z,26.00,76.00
2026-02-26T18:18:00Z,26.00,76.00
2026-02-26T18:19:00Z,26.00,76.00
2026-02-26T18:20:00Z,26.00,76.00
2026-02-26T18:21:00Z,25.78,76.00
2026-02-26T18:22:00Z,26.00,76.00
2026-02-26T18:23:00Z,26.00,76.00
2026-02-26T18:24:00Z,26.00,75.00
2026-02-26T18:25:00Z,26.00,76.00
2026-02-26T18:26:00Z,26.00,76.00
2026-02-26T18:27:00Z,26.00,76.00
2026-02-26T18:28:00Z,26.00,76.00
2026-02-26T18:29:00Z,26.00,76.00
2026-02-26T18:30:00Z,26.00,76.00
2026-02-26T18:31:00Z,26.00,76.00
2026-02-26T18:32:00Z,26.00,76.00
2026-02-26T18:34:00Z,25.16,76.00
2026-02-26T18:35:00Z,26.00,76.00
2026-02-26T18:36:00Z,26.00,76.00
2026-02-26T18:37:00Z,26.00,76.00
2026-02-26T18:38:00Z,26.00,76.00
2026-02-26T18:39:00Z,26.00,76.00
2026-02-26T18:40:00Z,26.00,76.00
2026-02-26T18:41:00Z,25.50,75.00
2026-02-26T18:42:00Z,26.00,75.00
2026-02-26T18:43:00Z,26.00,75.00
2026-02-26T18:44:00Z,26.00,75.00
2026-02-26T18:45:00Z,26.00,75.00
2026-02-26T18:46:00Z,26.00,75.00
2026-02-26T18:47:00Z,26.00,75.00
2026-02-26T18:48:00Z,26.00,76.00
2026-02-26T18:49:00Z,26.00,75.06
2026-02-26T18:50:00Z,26.00,75.06
2026-02-26T18:51:00Z,26.00,75.06
2026-02-26T18:52:00Z,26.00,76.00
2026-02-26T18:53:00Z,26.00,75.36
2026-02-26T18:54:00Z,26.00,76.00
2026-02-26T18:55:00Z,26.00,76.00
2026-02-26T18:56:00Z,26.00,76.00
2026-02-26T18:58:00Z,26.00,76.00
2026-02-26T18:59:00Z,26.00,76.00
2026-02-26T19:00:00Z,26.00,76.00
2026-02-26T19:01:00Z,26.00,76.00
2026-02-26T19:02:00Z,26.00,76.00
2026-02-26T19:04:00Z,26.00,76.00
2026-02-26T19:05:00Z,26.00,76.00
2026-02-26T19:06:00Z,26.00,76.00
2026-02-26T19:07:00Z,26.00,76.00
2026-02-26T19:08:00Z,26.00,76.00
2026-02-26T19:09:00Z,26.00,76.00
2026-02-26T19:10:00Z,26.00,76.00
2026-02-26T19:12:00Z,26.00,76.00
2026-02-26T19:14:00Z,26.00,76.00
2026-02-26T19:15:00Z,26.00,76.00
2026-02-26T19:16:00Z,26.00,76.00
2026-02-26T19:17:00Z,25.98,76.00
2026-02-26T19:18:00Z,25.37,76.00
2026-02-26T19:19:00Z,26.00,76.00
2026-02-26T19:20:00Z,26.00,76.00
2026-02-26T19:21:00Z,26.00,76.00
2026-02-26T19:22:00Z,26.00,76.00
2026-02-26T19:23:00Z,26.00,76.00
2026-02-26T19:24:00Z,26.00,76.00
2026-02-26T19:25:00Z,26.00,76.00
2026-02-26T19:26:00Z,26.00,75.05
2026-02-26T19:27:00Z,26.00,75.00
2026-02-26T19:28:00Z,26.00,75.00
2026-02-26T19:29:00Z,26.00,75.00
2026-02-26T19:30:00Z,26.00,75.00
2026-02-26T19:31:00Z,26.00,75.00
2026-02-26T19:32:00Z,26.00,75.00
2026-02-26T19:33:00Z,26.00,75.00
2026-02-26T19:34:00Z,26.00,75.00
2026-02-26T19:35:00Z,26.00,75.00
2026-02-26T19:36:00Z,26.00,75.00
2026-02-26T19:37:00Z,26.00,75.00
2026-02-26T19:38:00Z,26.00,75.00
2026-02-26T19:39:00Z,26.00,75.00
2026-02-26T19:40:00Z,26.00,75.00
2026-02-26T19:41:00Z,26.00,75.00
2026-02-26T19:42:00Z,26.00,75.00
2026-02-26T19:43:00Z,26.00,75.00
2026-02-26T19:44:00Z,26.00,75.00
2026-02-26T19:45:00Z,26.00,74.99
2026-02-26T19:46:00Z,26.00,74.99
2026-02-26T19:48:00Z,26.00,75.00
2026-02-26T19:49:00Z,26.00,75.00
2026-02-26T19:50:00Z,26.00,75.00
2026-02-26T19:51:00Z,26.00,75.00
2026-02-26T19:52:00Z,25.00,75.00
2026-02-26T19:53:00Z,26.00,75.00
2026-02-26T19:54:00Z,26.00,75.00
2026-02-26T19:55:00Z,26.00,74.00
2026-02-26T19:56:00Z,26.00,74.00
2026-02-26T19:57:00Z,26.00,75.00
2026-02-26T19:58:00Z,26.00,75.00
2026-02-26T19:59:00Z,26.00,75.00
2026-02-26T20:00:00Z,25.50,75.00
2026-02-26T20:01:00Z,26.00,75.00
